新闻id,时间,标题,内容,链接
79eda6de9ff25a00,2026-05-18 13:53:37,,Hyperliquid 平台两大机构做市地址减仓或撤离动作 Hyperliquid 平台两大机构做市地址近期市场剧烈波动期间出现大幅减仓或撤离动作，合计规模估算可达 1 亿美元。据 BlockBeats 链上侦探报道，过去 2 小时，Auros Global 做市地址将平台所有头寸悉数平仓，并将账户中约 600 万美元资金提现至中心化交易所（CEX）。此前该做市商曾为平台上 175 个币种提供流动性，仅 BTC 做市规模便达 4500 万美元。同时，知名做市商 Wintermute 地址亦在近期大幅缩减 Hyperliquid 上的做市敞口，其在 BTC 与 ETH 上提供的流动性已减少约 90%。,https://www.binance.com/zh-CN/square/post/324372140474657
47a5ac5c0eacb4db,2026-05-18 13:52:26,,美股中期选举年五月魔咒：S&P 500历史数据显示17年中16次下跌 PANews在 X（原Twitter）表示，S&P 500 的历史数据显示，在17个中期选举年的5月至10月期间，有16次录得下跌。其中，1974年跌幅超过32%，2002年跌近31%。唯一的例外是1982年，录得17%的上涨。2026年将是下一个中期选举年，历史是否会重演仍待观察。,https://www.binance.com/zh-CN/square/post/324371853155073
c7976a36935fc98b,2026-05-18 13:33:33,,日本Remixpoint扩大比特币借贷运营规模 据 Foresight News 报道，日本比特币财库公司Remixpoint宣布，自今日起将比特币借贷运营规模扩大至约1496枚。此前公布的1411枚比特币以及通过额外购买和借贷获得的部分将全部纳入目标范围。官方表示，将通过与可靠的合作伙伴协作，在适当的风险管理下加速构建稳固的财务基础。,https://www.binance.com/zh-CN/square/post/324367208786321
b269f5ad7ce509c9,2026-05-18 13:23:43,,日本国债收益率飙升，全球资管机构押注资金回流 日本国债收益率创数十年新高，全球资管机构预计日本投资者资金将大规模回流本土。据 PANews 报道，万亿美元美债面临抛售风险。,https://www.binance.com/zh-CN/square/post/324364794195985
4cfea58497db432d,2026-05-18 13:23:34,,知名交易员Loracle在CBRS和SNDK空单中获利 知名交易员「Loracle」在Hyperliquid上做空CBRS（Cerebras）中盈利近200万美元，持仓规模由1130万美元降至647万美元，浮盈152万美元。据 BlockBeats 链上侦探报道，Cerebras上周在纳斯达克挂牌交易后，该交易员入场做空。此外，该交易员在瑞穗证券上调后的「买入」目标价处做空SNDK，开立800万美元空单，仓位降至510万美元，剩余浮盈85万美元。截至发稿，两大美股标的空单仍在持续减持。,https://www.binance.com/zh-CN/square/post/324364757031249
4132c7f38543bb9c,2026-05-18 13:13:40,,Jupiter Lend 市场总规模突破 20 亿美元 据 Foresight News 报道，官方数据显示，Jupiter Lend 市场总规模突破 20 亿美元。,https://www.binance.com/zh-CN/square/post/324362324412897
f2b2efd7cb68f165,2026-05-18 13:11:17,,股票市场 | 摩根大通上调中芯国际评级至中性 据金十数据报道，摩根大通发表研究报告指出，中芯国际首季毛利率因选择性加价略优于预期，次季收入指引更是远胜预期，预计按季增长14%至16%。该行认为，AI相关需求及本地化趋势推动部分产品如BCD、模拟芯片、电源管理及存储器产品加价，第二季将进一步体现。然而，消费电子需求可能因上半年提前供货及终端产品加价而在下半年转弱。尽管下半年消费需求存在风险，但由于加价范围较预期广泛，摩通将中芯投资评级由减持上调至中性，目标价由57港元上调至67港元。,https://www.binance.com/zh-CN/square/post/324361736254417
04b0cadc4ea71acb,2026-05-18 13:03:45,,日本比特币财库公司与议员会面探讨比特币战略 日本比特币财库公司 Metaplanet 首席执行官 Simon Gerovich 与日本众议院议员神田潤一会面。据 Foresight News 报道，双方就未来在日本的比特币战略进行交流。,https://www.binance.com/zh-CN/square/post/324359885737313
e38372cdc3fabf9f,2026-05-18 13:03:34,,"Jupiter 战略储备信托基金增持 JUP Jupiter 战略储备信托基金 Jupiter Litterbox Trust 于昨日增持 315,152 枚 JUP。据 Foresight News 报道，其本月已累计购买 8,392,832 枚 JUP。截至目前，其购买总量为 124,554,971 枚。",https://www.binance.com/zh-CN/square/post/324359841316418
8fae1447ab0501eb,2026-05-18 13:01:38,,Hyperliquid的HYPE代币上涨7% Hyperliquid的HYPE代币在24小时内上涨7%，据CoinDesk报道，这一涨幅是在Trade.xyz平台推出首个IPO前永续市场后实现的，该市场提供对SpaceX的合成敞口，参考估值为1.78万亿美元。,https://www.binance.com/zh-CN/square/post/324359366814226
e5ca7a3a71a60233,2026-05-18 12:59:25,,Boundless 推出 Surge 升级以降低证明成本 Boundless 推出了 Surge 升级，据 NS3 报道，该团队表示此升级可将证明成本降低多达50%。此外，Boundless 表示，此次发布还将网络扩展至 Taiko 和 Base。,https://www.binance.com/zh-CN/square/post/324358821756225
5ecb6b86503d1d7f,2026-05-18 12:59:12,,LD Capital创始人Jack Yi警告Bitcoin或面临周期内最后一次重大调整 LD Capital创始人Jack Yi警告称，近期高位买入Bitcoin的投资者可能面临本周期内的最后一次重大调整。据NS3报道，Yi建议投资者等待逢低买入机会，并指出年轻人兴趣减弱、传统资本转向AI、名人获利回吐以及创新有限正在影响市场情绪。,https://www.binance.com/zh-CN/square/post/324358766828657
77c830a06d0912cb,2026-05-18 12:58:26,,以太坊现货ETF上周净流出2.55亿美元，贝莱德ETHA居首 Odaily星球日报报道，根据 SoSoValue 数据，上周交易日（美东时间 5 月 11 日至 5 月 15 日）以太坊现货 ETF 净流出 2.55 亿美元。上周净流出最多的以太坊现货 ETF 为贝莱德（Blackrock）ETF ETHA，周度净流出为 1.85 亿美元，目前 ETHA 历史总净流入达 118.10 亿美元。其次为富达（Fidelity）ETF FETH，周度净流出为 5988.77 万美元，目前 FETH 历史总净流入达 22.00 亿美元。上周净流入最多的以太坊现货 ETF 为贝莱德（Blackrock）ETF ETHB，周度净流入为 582.96 万美元，目前 ETHB 历史总净流入达 5.13 亿美元。,https://www.binance.com/zh-CN/square/post/324358580053489
62156b77139fd045,2026-05-18 12:54:28,,美国参议院加密市场结构法案面临通过窗口 据 ChainCatcher 报道，NYDIG 研究主管 Greg Cipolaro 表示，美国参议院加密市场结构法案最现实的通过窗口为 6 月至 8 月初，若无法在此期间推进，可能面临中期选举后甚至更长时间的不确定性。该法案旨在明确美国加密资产监管框架，被视为今年最关键的立法之一。参议院银行委员会已推进相关草案至参议院全体表决，但仍需至少 60 票通过。若法案在选举周期前未能通过，共和党与民主党在参议院控制权变化可能进一步降低立法确定性。,https://www.binance.com/zh-CN/square/post/324357605668689
cda3c0391867c8d1,2026-05-18 12:51:11,,"交易员GyBRmk出售21,911枚SOL亏损105万美元 Lookonchain在 X（原Twitter）表示，交易员GyBRmk在持有超过2年后出售了21,911枚SOL，亏损105万美元。过去2年，他以约144美元的价格累计购买了20,200枚SOL，价值291万美元，并通过质押获得了1,711枚SOL的质押奖励，价值145,000美元。但由于SOL价格下跌，他最终仍亏损105万美元。",https://www.binance.com/zh-CN/square/post/324354819326754
3fb155a790b503f8,2026-05-18 12:49:35,,比特币现货ETF上周净流出10.39亿美元，终结六周净流入 Odaily星球日报报道，根据 SoSoValue 数据，上周交易日（美东时间 5 月 11 日至 5 月 15 日）比特币现货 ETF 净流出 10.39 亿美元。上周净流出最多的比特币现货 ETF 为 Ark & 21Shares ETF ARKB，周度净流出为 3.24 亿美元，目前 ARKB 历史总净流入达 13.90 亿美元。其次为贝莱德（BlackRock）ETF IBIT，周度净流出为 3.17 亿美元，目前 IBIT 历史总净流入达 657.80 亿美元。上周净流入最多的比特币现货 ETF 为灰度（Grayscale）比特币迷你信托 BTC，周度净流入为 1260.40 万美元，目前 BTC 历史总净流入达 23.00 亿美元。,https://www.binance.com/zh-CN/square/post/324356407113857
ab61f3478e54dc3c,2026-05-18 12:33:42,,三星电子工会计划举行罢工 三星电子工会当地时间周一表示，尽管地方法院部分批准了公司的禁令申请，他们仍将按计划举行罢工。据Odaily星球日报报道，工会表示，他们尊重法院的禁令，该禁令要求工会确保任何罢工行动不得干扰生产。,https://www.binance.com/zh-CN/square/post/324352503400529
6c02a30448feb9c7,2026-05-18 12:32:00,,AI趋势 | Anthropic将向金融稳定委员会通报Mythos AI模型 据金十数据引述界面报道，人工智能企业Anthropic已同意向金融稳定委员会相关人员，就旗下Mythos AI模型进行专项通报。此次通报将重点说明该模型排查出的全球金融体系网络防御体系存在的安全漏洞。两位知情人士称，此番沟通由英国央行行长安德鲁・贝利提议，要求Anthropic向金融稳定委员会介绍其全新Claude・Mythos预览版AI模型。金融稳定委员会正编撰金融业人工智能合规应用规范报告，计划下月发布草案公开征求意见。金融稳定委员会与Anthropic双方均拒绝对近期双方沟通事宜置评。,https://www.binance.com/zh-CN/square/post/324352085390289
b64a173496ee06d8,2026-05-18 12:23:33,,Liquid Capital 创始人易理华：加密行业面临五大危机 Liquid Capital 创始人易理华在 X 平台发文表示，接下来耐心等待抄底机会，投资和交易本质是克制贪婪和控制恐慌。据Odaily星球日报报道，他认为加密行业面临五大危机：年轻人不再感兴趣，传统资金主要在 AI，加密故事不断被证伪，各类名人来币圈捞钱走人，行业龙头毫无创新和 Build。,https://www.binance.com/zh-CN/square/post/324350006358353
028fee2c4717ed1d,2026-05-18 12:21:50,,英国央行副行长布里登：央行应保持稳健而非急于加息 据金十数据引述英国金融时报报道，英国央行副行长布里登表示，在当前地缘政治动荡和能源危机的双重打击下，央行应保持“稳健”，而不是“急于”对利率采取行动。布里登是两年后接替贝利出任英国央行行长的潜在竞争者之一。在英格兰西南部与企业高管会面时，她反复传递出对利率的鸽派信息，对企业和家庭面临的债券收益率上升及生活成本压力重燃表示同情。在4月的会议上，布里登与多数委员一起投票支持将利率维持在3.75%。但英国央行首席经济学家皮尔则支持加息。随着能源冲击持续，九人委员会内部要求加息的呼声可能会扩大。布里登表示：“我们不必急于行动。我们现在处于有利位置，可以观察经济形势的发展。”,https://www.binance.com/zh-CN/square/post/324349585945714
b6381e0b02bf0ae9,2026-05-18 12:16:25,,截至2026年5月中旬，跨链协议遭遇8次重大攻击，损失达3.286亿美元 派盾PeckShieldAlert在 X（原Twitter）表示，截至2026年5月中旬，加密领域发生了8次重大跨链协议攻击事件，黑客累计窃取了3.286亿美元。,https://www.binance.com/zh-CN/square/post/324348256231361
d413af77498ecb4f,2026-05-18 12:13:36,,Solana Labs 联合创始人批评 Hyperliquid 的去中心化程度 据 ChainCatcher 报道，Solana Labs 联合创始人 Anatoly Yakovenko（toly）在回应有关 Hyperliquid 去中心化程度的讨论时表示，他对所有 L2 也提出过同样批评：判断一个系统是否为 permissionless，关键在于用户能否在不经可信第三方批准的情况下，使用自己的资源参与协议栈的任何部分。toly 称，无论用户怎么做，都无法运行 Base 排序器或 Hyperliquid 排序器，因此这与他所批评的 L2 问题相同。,https://www.binance.com/zh-CN/square/post/324347561378770
4bd54e2577bdea1b,2026-05-18 12:03:50,,AI趋势 | 野村上调三星电子及SK海力士目标价，记忆体股估值重评 野村发表报告指出，人工智能驱动的需求呈指数级增长，记忆体供应有限，料记忆体股迎来估值重评。据Odaily星球日报报道，该行大幅上调三星电子及SK海力士目标价，三星目标价由34万韩元升至59万韩元，SK海力士目标价由234万韩元升至400万韩元，评级均为“买入”。野村表示，随着AI半导体需求从训练转向推论工作负载，记忆体需求正进入指数级扩张时期。相比之下，该行相信同期行业供应增长可能仍受限于约5至6倍，这引发了结构性供不应求能否真正解决的问题。,https://www.binance.com/zh-CN/square/post/324345159736658
cf4387c5b6438ebd,2026-05-18 12:03:40,,BAYC 地板价 30 日上涨逾 55% 据 Foresight News 报道，OpenSea 数据显示，NFT 系列 BAYC 地板价 30 日涨逾 55%，现报 10.09 ETH，30 日交易量为 5974.72 ETH。,https://www.binance.com/zh-CN/square/post/324345119647201
dad0c5e68aefb807,2026-05-18 11:53:34,,Polymarket 天气气温板块疑似数据异常 据 Foresight News 报道，目前 Polymarket 前端天气气温板块未显示有活跃的预测事件。社区用户 @Puppyzenitsu 及部分其他用户反馈，Polymarket 天气气温板块疑似出现数据及下单资产消失情况，目前官方未就该问题进行回应。,https://www.binance.com/zh-CN/square/post/324342639070177
2922a707cc54bebd,2026-05-18 11:51:50,,京东面临增长挑战，标普全球评级分析 据金十数据报道，标普全球评级在一份报告中指出，京东未来几个季度可能面临维持增长动能的挑战。该公司的核心零售业务在第一季度得益于用户群扩大和购物频率提升而实现增长，整体业绩超出标普预期。然而，标普分析师认为，京东计划减少促销活动可能导致零售增长放缓，用户增速也可能趋缓。他们补充称，外卖配送行业的竞争在即将到来的旺季可能再次加剧。标普表示，京东可能需要更有针对性地开展外卖促销活动，以控制由此产生的亏损。,https://www.binance.com/zh-CN/square/post/324342214465265
879e497900643f6e,2026-05-18 11:43:39,,BSC 链上 Meme 币「哈基米」市值波动显著 BSC 链上 Meme 币「哈基米」昨日市值高点突破 2200 万美元，现报约 1840 万美元，24 小时涨幅 23%。据 BlockBeats 链上侦探报道，该币成交量达 290 万美元，为 BSC 链上日内最大成交量的 Meme 币。BlockBeats 提醒用户，Meme 币交易波动巨大，投资者需注意风险。,https://www.binance.com/zh-CN/square/post/324340200917745
4373d50250e51b4a,2026-05-18 11:26:51,,贵金属 | 摩根大通预计黄金价格到年底将达6000美元 据金十数据报道，摩根大通表示，由于2026年下半年需求重新加速，基本情景仍然预计到年底黄金价格将达到6000美元/盎司。,https://www.binance.com/zh-CN/square/post/324336072810753
9518ee2cba05aee5,2026-05-18 11:26:23,,"韩国民主党干事：加密资产征税应按计划推进 Odaily星球日报报道，韩国国会财政经济委员会民主党干事 Jeong Tae-ho 表示，加密资产（数字资产）征税此前已多次延期，如今“既然已经推迟过，就应当按计划实施”。当税制改革方案提交至财委后，党内将正式展开讨论，但对于制度补充问题，将在具体审议阶段再行评估。
值得注意的是，该立场较其 4 月时“应综合看待数字资产征税”的表态明显趋于强硬，也与政府方向保持一致。韩国财政部门官员此前已确认，数字资产相关所得税计划于 2027 年 1 月 1 日起如期实施。
与此同时，韩国执政党内部多位人士也强化了征税立场，与在野党主张取消征税的政策方向形成对立，韩国加密税制博弈或将在年底预算与税制讨论中进一步升级。",https://www.binance.com/zh-CN/square/post/324335956903281
1fc5a9b57616a9bc,2026-05-18 11:26:00,,Ethereum现货ETF上周净流出2.55亿美元 据NS3AI报道，SoSoValue数据显示，上周Ethereum现货ETF净流出2.55亿美元。其中，BlackRock的ETHA录得最大单周流出，金额达1.85亿美元。,https://www.binance.com/zh-CN/square/post/324335863338913
30a8c00eee57f6b3,2026-05-18 11:24:27,,Fundstrat联合创始人Tom Lee：以太坊面临抛售压力，油价上涨为主要阻力 Fundstrat联合创始人兼BitMine董事长Tom Lee在X平台表示，以太坊近期面临抛售压力，主要阻力来自油价上涨。据PANews报道，ETH与油价的负相关关系处于历史最高水平。过去六周油价上涨期间以太坊价格下跌，若油价回落则以太坊有望回升。Lee认为这是短期战术性波动，以太坊的更大驱动力来自代币化和AI代理，这些结构性因素已就位，预计2026年以太坊价格将走强。,https://www.binance.com/zh-CN/square/post/324333423452498
50a73a9605c0bb01,2026-05-18 11:23:52,,加密项目 LAB 代币集中度引发警示 据 ChainCatcher 报道，Arkham 对市值达 40 亿美元的加密项目 LAB 的代币集中度发出警示。链上分析显示，单一实体可能控制该代币 90% 以上的供应量，链上分析师 ZachXBT 指出内部持仓比例可能高达 95%。,https://www.binance.com/zh-CN/square/post/324325474730753
d91e69ee73b84fc8,2026-05-18 11:19:27,,「麻吉大哥」再次开启 1825 枚 ETH 多单 据 Lookonchain 监测，「麻吉大哥」遭清算后再次开启 1825 枚 ETH 多单，清算价格为 2086.69 美元。据 Foresight News 报道，该多单价值约 387 万美元。,https://www.binance.com/zh-CN/square/post/324305771547473
614a69384436fe4e,2026-05-18 11:18:40,,Kelp 将停止多个网络的 rsETH 跨链支持 据Odaily星球日报报道，Kelp 在 X 平台发文表示，为确保 rsETH 的安全标准并优化网络整合，将于 6 月 15 日后停止对多个网络的 rsETH 跨链支持，受影响网络包括 Optimism、Manta、Mode、Blast、Scroll、X Layer、zkSync、Zircuit、Swellchain、Hemi、Berachain、Sonic、HyperEVM、Unichain、TAC、Avalanche、Plasma Stable、MegaETH、Monad 与 Movement。Kelp 提醒，在上述链上持有 rsETH 的用户需在 6 月 15 日前桥接回以太坊主网，6 月 15 日后仍可申请资产恢复，但每个地址需支付 100 USDC 手续费，具体流程将在临近截止日期时公布。,https://www.binance.com/zh-CN/square/post/324305858086930
d68aff991fb0631a,2026-05-18 11:18:02,,ETH 过去24小时清算量达2.57亿美元，95.08%为多头 ETH 在过去24小时内的主要加密货币永续期货中记录了最大的估计清算量，达到2.57亿美元。据 NS3 报道，其中95.08%的清算头寸为多头。BTC 的清算量为1.83亿美元，88.25%为多头清算，而SOL 的清算量为2794万美元，95.9%为多头清算。,https://www.binance.com/zh-CN/square/post/324333907941906
954e2a8b1626cdb0,2026-05-18 11:16:17,,日本国债买家短缺，霍尔木兹海峡关闭加剧全球担忧 据金十数据报道，麦格理集团策略师Gareth Berry表示，当前环境对日本国债存在结构性买家短缺问题。寿险公司一直在卖出，日本央行也仍是净卖方。随着霍尔木兹海峡持续关闭，全球担忧情绪日益加剧，人们担心临界点即将到来，届时油价飙升要么导致通胀大规模爆发，要么引发财政支出激增以减轻冲击——或者两者兼有。日本已有效限制了中国汽油价格，这降低了通胀风险，但增加了财政风险。,https://www.binance.com/zh-CN/square/post/324333475558770
9335eb491f0dc17f,2026-05-18 11:14:26,,"SOL 和 XRP 现货 ETF 上周净流入超 1 亿美元 据 Foresight News 报道，SoSoValue 数据显示，上周交易日（美东时间 5 月 11 日至 5 月 15 日）SOL 现货 ETF 净流入 5811.81 万美元，XRP 现货 ETF 净流入 6049.50 万美元。

上周净流入最多的 SOL 现货 ETF 为 Bitwise ETF BSOL，周度净流入为 4137.19 万美元，目前 BSOL 历史总净流入达 9.03 亿美元。其次为富达（Fidelity）ETF FSOL，周度净流入为 1038.54 万美元，目前 FSOL 历史总净流入达 1.71 亿美元。

上周净流入最多的 XRP 现货 ETF 为 Bitwise ETF XRP，周度净流入为 2567.75 万美元，目前 XRP 历史总净流入达 4.60 亿美元。其次为富兰克林邓普顿（Franklin Templeton）ETF XRPZ，周度净流入为 2104.02 万美元，目前 XRPZ 历史总净流入达 3.78 亿美元。

截至发稿前，SOL 现货 ETF 总资产净值为 10.10 亿美元，ETF 净资产比率达 1.95%，历史累计净流入已达 11.20 亿美元；XRP 现货 ETF 总资产净值为 11.80 亿美元，ETF 净资产比率达 1.33%，历史累计净流入已达 13.90 亿美元。",https://www.binance.com/zh-CN/square/post/324333021052769
e3e861d19770e6ef,2026-05-18 11:14:16,,"ShapeShift创始人关联钱包购买2656枚ETH Onchain Lens表示，一个与加密货币交易所ShapeShift创始人相关联的钱包购买了2656枚ETH，花费了568万美元USDC。据NS3报道，此次购买使该钱包的ETH持有量增加到129,667枚，价值约2.7478亿美元。",https://www.binance.com/zh-CN/square/post/324292939015249
68dba78a84e83bbe,2026-05-18 11:14:06,,鲸鱼 Evaded 开设 10 倍杠杆 ZEC 和 HYPE 多单 据Odaily星球日报报道，Onchain Lens 监测显示，鲸鱼 Evaded 开设 10 倍杠杆 ZEC 和 HYPE 多单，现仓位持有 36875 枚 ZEC 和 8.7 万枚 HYPE，价值达 2400 万美元。,https://www.binance.com/zh-CN/square/post/324291026986689
7aae8659a7f78db4,2026-05-18 11:14:01,,"全球风险资产承压，长端美债利率突破关键阈值 据金十数据报道，中信证券研报指出，5月15日，10Y美债收益率突破4.5%，30Y美债收益率站上5.0%，两个关键心理阈值被突破。与此同时，英日德等主要发达市场长端利率联动上行，全球风险资产普遍承压。

中信证券认为，近期利率上行的驱动因素包括美国全面走高的通胀数据、“沃什冲击”的肌肉记忆、压力突显的美债供给、英国政坛动荡，以及日债利率走高触发的资金回流担忧。作为全球资产定价锚，长端美债利率显著上行可能导致美元走强、成长股估值受挫、贵金属和长久期信用资产承压，并对新兴市场产生流动性冲击。

中信证券还指出，市场此前持续忽视油价和通胀风险，但在全球原油库存持续被消耗的环境下，油价、通胀和利率高位或是持续的事实，后续核心关注霍尔木兹海峡进展与沃什上任后的政策信号。",https://www.binance.com/zh-CN/square/post/324288854381937
819b8f37ff89ac51,2026-05-18 11:13:35,,Aave 恢复 rsETH 技术计划，WETH 贷款价值比恢复至事件前水平 据 ChainCatcher 报道，Aave 创始人 Stani Kulechov 在 X 平台表示，rsETH 技术恢复计划的下一步已完成，所有受影响网络的 WETH 贷款价值比已恢复至事件前水平。用户现在可以在 Aave 上以 WETH 为抵押进行借贷，包括通过抵押品和债务互换。根据 Aave 公告，此次恢复涉及 Aave V3 Ethereum Core、Ethereum Prime、Arbitrum、Base、Mantle 与 Linea 等网络部署。,https://www.binance.com/zh-CN/square/post/324288733809713
93c8f0b03a144769,2026-05-18 11:13:27,,droppRWA 获得1250亿美元授权以代币化沙特资产 Faisal Monai 表示，droppRWA 已获得1250亿美元的授权，用于在区块链上代币化沙特的真实资产，首先是房地产。据 NS3 报道，Monai 称 droppRWA 于2月4日完成了一项代币化房产契约转让，将结算时间从数天缩短至数秒。Monai 还表示，基于稳定币的房地产结算预计将在2026年底前与资本市场管理局和沙特中央银行合作上线。,https://www.binance.com/zh-CN/square/post/324332779650401
4ddc06b9a3fd18a4,2026-05-18 11:13:15,,"神秘鲸鱼花费568万美元购买2656枚ETH Onchain Lens在 X（原Twitter）表示，一位来自ShapeShift的“神秘鲸鱼”花费568万美元购买了2656枚ETH。该鲸鱼目前持有129,667枚ETH，价值2.7478亿美元。",https://www.binance.com/zh-CN/square/post/324284920516434
be33db80b6229243,2026-05-18 11:06:44,,"Bitcoin 跌至两周多以来最低水平 据彭博社报道，比特币周一跌至76,711美元，创5月1日以来最低水平，美伊战争不确定性及霍尔木兹海峡复航谈判缺乏进展令风险资产普遍承压。Coinglass数据显示，东八区时间6:30至10:30之间，约5.5亿美元加密货币多头仓位被清算。美国上市的现货比特币ETF上周录得逾10亿美元净流出，为1月底以来首次。",https://www.binance.com/zh-CN/square/post/324331129862402
5c2568a531765141,2026-05-18 11:01:13,,特朗普访华达成多项协议，包括稀土供应链和波音飞机采购 PANews在 X（原Twitter）表示，特朗普上周访华，白宫称美中双方达成多项协议。中方承诺解决稀土供应链问题，涵盖钇、钪、钕、铟等关键矿产。中方批准初步采购200架波音飞机，为2017年以来首次。2026–2028年每年至少购买170亿美元美国农产品，同时恢复美国牛肉和家禽的市场准入。两国还将成立贸易与投资双边委员会。白宫将此次访问定性为“2017年以来美国总统首次访华”。,https://www.binance.com/zh-CN/square/post/324329772800017
18da7ffb8181a14d,2026-05-18 11:00:55,,三星电子股价上涨6% 三星电子股价上涨6%，据 NS3 报道，三星电子及其最大工会周一恢复了政府调解的工资谈判，而为期18天的罢工仍计划于周四开始。,https://www.binance.com/zh-CN/square/post/324329698695874
f84639e18ed3c9bd,2026-05-18 10:52:58,,贵金属 | 中国黄金饰品价格下降 据金十数据报道，今日中国黄金饰品价格对比显示，中国多家品牌金饰价格较昨日下降14元/克左右，多数报价在1385-1393元/克附近。,https://www.binance.com/zh-CN/square/post/324327746246850
9ea7fdd5c27a3fb3,2026-05-18 10:36:52,,泰国2026年GDP增速预测与2月一致，出口增长预期上调至9.6% 据金十数据报道，泰国预计2026年GDP增速为1.5%-2.5%，与2月份预期一致。同时，预计2026年出口增长9.6%，相比2月份预测的2.0%有显著上调。,https://www.binance.com/zh-CN/square/post/324323787431217
8f975e6829b97945,2026-05-18 10:33:47,,白宫加密顾问称 CLARITY 法案将满足加密行业监管需求 据 ChainCatcher 报道，白宫加密顾问 Patrick Witt 表示，通过 CLARITY 法案将满足加密行业约 90% 的监管需求。,https://www.binance.com/zh-CN/square/post/324323030270802
a3be979168fd3495,2026-05-18 10:33:34,,比特币 DeFi 项目 ALEX 提出终止代币排放提案 比特币 DeFi 项目 ALEX 于社区发布提案。提案内容包括结束社区代币排放，若提案通过，接下来 32 个周期后将停止所有 ALEX 代币排放，质押和 Farming 激励也将同步关闭。据 Foresight News 报道，提案还建议关闭 2024 年财库拨款计划，目前仍有约 156.8 万枚 STX 未被认领。提案建议在 30 天宽限期后正式关闭 TGP 2024，并将未认领资金用于 ALEX 代币回购与销毁。此外，提案引入回购销毁机制，未来协议收入在扣除必要运营成本后，将持续用于市场回购并销毁 ALEX 代币。,https://www.binance.com/zh-CN/square/post/324322976814689
c04f19cf3b10f7b6,2026-05-18 10:28:53,,"加密货币市场下跌，Bitcoin 和 Ethereum 价格下滑 Bitcoin 在过去24小时内下跌1.19%，价格跌至77,000美元以下。Ethereum 下跌2.71%，跌至2,200美元以下。据 NS3 报道，尽管整体市场下滑，DeFi 和 SocialFi 是唯一上涨的板块，分别上涨1.18%和2.40%。",https://www.binance.com/zh-CN/square/post/324321825685153
eda3d7cda69eb8c5,2026-05-18 10:25:12,,日元面临压力，策略师警告货币政策紧缩阻力 据金十数据报道，大和证券策略师表示，鉴于日本首相高市早苗可能对货币政策紧缩持抵触态度，日元很可能持续面临压力。策略师指出，高市政府优先使用财政扩张来应对物价上涨的政策立场，正给债券和货币市场带来压力，导致收益率曲线趋陡和日元进一步贬值。他们补充说，如果企业在转嫁更高成本的同时，日本央行却推迟加息，这可能会进一步压低实际利率，从而加剧日元走弱。,https://www.binance.com/zh-CN/square/post/324320920528321
5f5d3ceacf359c0b,2026-05-18 10:23:44,,ALEX Lab 提交治理提案，计划结构性调整协议 ALEX Lab 基金会提交治理提案 AGP-8，计划对 ALEX 协议进行结构性调整，包括停止 ALEX 社区代币排放、关闭财库拨款计划 TGP、引入协议驱动的代币回购和销毁机制。目前 ALEX 流通供应量约 9.73 亿枚，接近 10 亿枚上限。若提案通过，未来 32 个周期将是最后的 ALEX 排放周期，此后不再有新的代币排放。TGP 2024 财库中剩余约 156.8 万枚 STX 无人认领，30 天宽限期后，ALEX Lab 基金会将利用这些资金按市场价格回购并销毁 ALEX 代币。未来协议收入在覆盖运营成本后也将用于持续回购和销毁。该提案拟将 ALEX 从通胀模式转向通缩模式。,https://www.binance.com/zh-CN/square/post/324320561203714
3004a4783c8bc776,2026-05-18 10:23:33,,"PreStocks 声明：SPV 在 Pre-IPO 二级市场中使用已超十年 PreStocks 针对近期关于 Pre-IPO 二级市场 SPV 风险的讨论发布声明称，SPV 在 Pre-IPO 二级市场中使用已超过十年，并非新风险。据 Foresight News 报道，私营公司长期依赖二级市场提供流动性并支持价格发现。官方通过避免使用三层及以下 SPV、验证实际所有权直至股本表以及在代币化前对基金管理者进行尽调和背景调查等方式，降低对手方风险。

PreStocks 代币为 Reg S 债务工具，仅面向合格非美国用户发行，提供经济敞口而非直接股权。所有活跃的 PreStocks 代币均按照其条款提供支持。未来官方将继续分散 SPV 来源、提升敞口质量。",https://www.binance.com/zh-CN/square/post/324320517692673
40d69c6b1b5f7cb3,2026-05-18 10:14:44,,股票市场 | 港股金辉控股涨超90%，上一交易日收涨超200% 据金十数据报道，港股金辉控股(09993.HK)持续拉升，涨幅超过90%。上一交易日，该股收涨超过200%。,https://www.binance.com/zh-CN/square/post/324318348354338
664328fd5259d996,2026-05-18 10:14:32,,San Diego Padres 胜率剧烈波动，达 96.5% 据 ChainCatcher 报道，预测市场 Polymarket 上“San Diego Padres vs. Seattle Mariners”事件中，子市场 “Spread -1.5” 的 “San Diego Padres” 选项胜率发生剧烈波动，由 1 小时前的 50.5% 飙升至当前的 96.5%。,https://www.binance.com/zh-CN/square/post/324318298709794
8b50756709cef7ad,2026-05-18 10:13:50,,AI趋势 | Apple与OpenAI合作关系出现裂痕 据Odaily星球日报报道，知情人士透露，Apple与OpenAI持续两年的合作关系已出现裂痕。OpenAI认为该合作未带来预期收益，目前正准备采取潜在法律行动。消息称，OpenAI法务团队正与外部律师事务所合作，研究多种可在近期正式执行的法律方案。双方关系恶化，或为未来法律纠纷埋下伏笔。,https://www.binance.com/zh-CN/square/post/324318128007282
